chromosome,gene_id,locus_tag,gene_name,cds_start,cds_end,strand,product,protein_id,cds_length
NC_000962.3,Rv2977c,Rv2977c,thiL,3332790,3333788,-,thiamine-monophosphate kinase,NP_217493.1,999
NC_000962.3,Rv2978c,Rv2978c,,3333788,3335164,-,transposase,NP_217494.1,1377
NC_000962.3,Rv2979c,Rv2979c,,3335167,3335748,-,resolvase,NP_217495.1,582
NC_000962.3,Rv2980,Rv2980,,3335960,3336502,+,hypothetical protein,NP_217496.1,543
NC_000962.3,Rv2981c,Rv2981c,ddlA,3336799,3337917,-,D-alanine--D-alanine ligase,NP_217497.1,1119
NC_000962.3,Rv2982c,Rv2982c,gpdA2,3337998,3338999,-,glycerol-3-phosphate dehydrogenase,NP_217498.1,1002
NC_000962.3,Rv2983,Rv2983,,3339118,3339759,+,2-phospho-L-lactate guanylyltransferase,NP_217499.1,642
NC_000962.3,Rv2984,Rv2984,ppk1,3339854,3342079,+,polyphosphate kinase,NP_217500.1,2226
NC_000962.3,Rv2985,Rv2985,mutT1,3342165,3343115,+,8-oxo-dGTP diphosphatase,NP_217501.1,951
NC_000962.3,Rv2986c,Rv2986c,hupB,3343179,3343820,-,DNA-binding protein HU,NP_217502.1,642
NC_000962.3,Rv2987c,Rv2987c,leuD,3344036,3344629,-,3-isopropylmalate dehydratase small subunit,NP_217503.1,594
NC_000962.3,Rv2988c,Rv2988c,leuC,3344657,3346075,-,3-isopropylmalate dehydratase large subunit,NP_217504.1,1419
NC_000962.3,Rv2989,Rv2989,,3346147,3346845,+,transcriptional regulator,NP_217505.1,699
NC_000962.3,Rv2990c,Rv2990c,,3346862,3347719,-,hypothetical protein,NP_217506.1,858
NC_000962.3,Rv2991,Rv2991,,3347982,3348470,+,hypothetical protein,NP_217507.1,489
NC_000962.3,Rv2992c,Rv2992c,gltS,3348808,3350277,-,glutamate--tRNA ligase,YP_177915.1,1470
NC_000962.3,Rv2993c,Rv2993c,,3350277,3350993,-,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",NP_217509.3,717
NC_000962.3,Rv2994,Rv2994,,3351269,3352603,+,MFS-type transporter,NP_217510.1,1335
NC_000962.3,Rv2995c,Rv2995c,leuB,3352461,3353468,-,3-isopropylmalate dehydrogenase,NP_217511.1,1008
NC_000962.3,Rv2996c,Rv2996c,serA1,3353486,3355069,-,D-3-phosphoglycerate dehydrogenase,YP_177916.1,1584
NC_000962.3,Rv2997,Rv2997,,3355099,3356538,+,dehydrogenase,NP_217513.1,1440
NC_000962.3,Rv2998,Rv2998,,3356815,3357273,+,hypothetical protein,NP_217514.1,459
NC_000962.3,Rv2999,Rv2999,lppY,3357602,3358564,+,lipoprotein LppY,NP_217515.1,963
NC_000962.3,Rv3000,Rv3000,,3358612,3359268,+,transmembrane protein,NP_217516.1,657
NC_000962.3,Rv3001c,Rv3001c,ilvC,3359588,3360586,-,ketol-acid reductoisomerase,NP_217517.3,999
NC_000962.3,Rv3002c,Rv3002c,ilvN,3360627,3361130,-,acetolactate synthase small subunit,NP_217518.1,504
NC_000962.3,Rv3003c,Rv3003c,ilvB1,3361133,3362986,-,acetolactate synthase large subunit IlvB,YP_177917.1,1854
NC_000962.3,Rv3004,Rv3004,cfp6,3363348,3363683,+,low molecular weight protein antigen 6,NP_217520.1,336
NC_000962.3,Rv3005c,Rv3005c,,3363696,3364532,-,hypothetical protein,NP_217521.1,837
NC_000962.3,Rv3006,Rv3006,lppZ,3364709,3365827,+,lipoprotein LppZ,NP_217522.1,1119
NC_000962.3,Rv3007c,Rv3007c,,3365839,3366450,-,oxidoreductase,NP_217523.1,612
NC_000962.3,Rv3008,Rv3008,,3366644,3367264,+,hypothetical protein,NP_217524.1,621
NC_000962.3,Rv3009c,Rv3009c,gatB,3367267,3368793,-,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,NP_217525.1,1527
NC_000962.3,Rv3010c,Rv3010c,pfkA,3368826,3369854,-,6-phosphofructokinase,NP_217526.1,1029
NC_000962.3,Rv3011c,Rv3011c,gatA,3369953,3371434,-,glutamyl-tRNA(GLN) amidotransferase subunit A,NP_217527.2,1482
NC_000962.3,Rv3012c,Rv3012c,gatC,3371434,3371730,-,glutamyl-tRNA(GLN) amidotransferase subunit C,NP_217528.1,297
NC_000962.3,Rv3013,Rv3013,,3371815,3372468,+,hypothetical protein,NP_217529.1,654
NC_000962.3,Rv3014c,Rv3014c,ligA,3372548,3374620,-,DNA ligase A,NP_217530.1,2073
NC_000962.3,Rv3015c,Rv3015c,,3374654,3375664,-,hypothetical protein,NP_217531.1,1011
NC_000962.3,Rv3016,Rv3016,lpqA,3375758,3376384,+,lipoprotein LpqA,NP_217532.1,627
NC_000962.3,Rv3017c,Rv3017c,esxQ,3376493,3376852,-,ESAT-6 like protein EsxQ,NP_217533.1,360
NC_000962.3,Rv3018c,Rv3018c,PPE46,3376942,3378243,-,PPE family protein PPE46,YP_177918.1,1302
NC_000962.3,Rv3019c,Rv3019c,esxR,3378714,3379001,-,ESAT-6 like protein EsxR,NP_217535.1,288
NC_000962.3,Rv3020c,Rv3020c,esxS,3379039,3379329,-,ESAT-6 like protein EsxS,YP_177919.1,291
NC_000962.3,Rv3022A,Rv3022A,PE29,3380682,3380993,-,PE family protein PE29,YP_177685.1,312
NC_000962.3,Rv3023c,Rv3023c,,3381378,3382622,-,transposase,NP_217539.1,1245
NC_000962.3,Rv3024c,Rv3024c,trmU,3382788,3383888,-,tRNA-specific 2-thiouridylase,NP_217540.1,1101
NC_000962.3,Rv3025c,Rv3025c,iscS,3383888,3385066,-,cysteine desulfurase,NP_217541.1,1179
NC_000962.3,Rv3026c,Rv3026c,,3385166,3386077,-,hypothetical protein,NP_217542.1,912
NC_000962.3,Rv3027c,Rv3027c,,3386077,3386919,-,GCN5-like N-acetyltransferase,NP_217543.2,843
NC_000962.3,Rv3028c,Rv3028c,fixB,3387078,3388031,-,electron transfer flavoprotein subunit alpha,NP_217544.1,954
NC_000962.3,Rv3029c,Rv3029c,fixA,3388073,3388870,-,electron transfer flavoprotein subunit beta,NP_217545.1,798
NC_000962.3,Rv3030,Rv3030,,3389101,3389922,+,S-adenosylmethionine-dependent methyltransferase,NP_217546.1,822
NC_000962.3,Rv3031,Rv3031,,3389922,3391499,+,"1,4-alpha-glucan-branching protein",NP_217547.1,1578
NC_000962.3,Rv3032,Rv3032,,3391534,3392775,+,glycogen synthase,NP_217548.1,1242
NC_000962.3,Rv3032A,Rv3032A,,3392812,3393198,+,hypothetical protein,YP_004837058.1,387
NC_000962.3,Rv3033,Rv3033,,3393380,3393925,+,hypothetical protein,NP_217549.1,546
NC_000962.3,Rv3034c,Rv3034c,,3394022,3394921,-,acetyltransferase,NP_217550.1,900
NC_000962.3,Rv3035,Rv3035,,3395379,3396458,+,hypothetical protein,NP_217551.1,1080
NC_000962.3,Rv3036c,Rv3036c,TB22.2,3396461,3397141,-,hypothetical protein,NP_217552.1,681
NC_000962.3,Rv3037c,Rv3037c,,3397217,3398290,-,S-adenosylmethionine-dependent methyltransferase,NP_217553.1,1074
NC_000962.3,Rv3038c,Rv3038c,,3398428,3399408,-,hypothetical protein,NP_217554.1,981
NC_000962.3,Rv3039c,Rv3039c,echA17,3399422,3400183,-,enoyl-CoA hydratase EchA17,NP_217555.1,762
NC_000962.3,Rv3040c,Rv3040c,,3400195,3401058,-,hypothetical protein,NP_217556.1,864
NC_000962.3,Rv3041c,Rv3041c,,3401058,3401918,-,ABC transporter ATP-binding protein,NP_217557.1,861
NC_000962.3,Rv3042c,Rv3042c,serB2,3401936,3403162,-,phosphoserine phosphatase SerB,NP_217558.1,1227
NC_000962.3,Rv3043c,Rv3043c,ctaD,3403203,3404921,-,cytochrome C oxidase cytochrome 1,NP_217559.1,1719
NC_000962.3,Rv3044,Rv3044,fecB,3405136,3406212,+,FeIII-dicitrate-binding periplasmic lipoprotein,NP_217560.1,1077
NC_000962.3,Rv3045,Rv3045,adhC,3406285,3407322,+,NADP-dependent alcohol dehydrogenase,NP_217561.1,1038
NC_000962.3,Rv3046c,Rv3046c,,3407317,3407688,-,hypothetical protein,NP_217562.1,372
NC_000962.3,Rv3047c,Rv3047c,,3408025,3408306,-,hypothetical protein,NP_217563.1,282
NC_000962.3,Rv3048c,Rv3048c,nrdF2,3408407,3409378,-,ribonucleoside-diphosphate reductase subunit beta NrdF2,YP_177921.1,972
NC_000962.3,Rv3049c,Rv3049c,,3409512,3411083,-,monooxygenase,NP_217565.1,1572
NC_000962.3,Rv3050c,Rv3050c,,3411220,3411957,-,AsnC family transcriptional regulator,NP_217566.1,738
NC_000962.3,Rv3051c,Rv3051c,nrdE,3412088,3414166,-,ribonucleoside-diphosphate reductase subunit alpha,NP_217567.1,2079
NC_000962.3,Rv3052c,Rv3052c,nrdI,3414235,3414684,-,NrdI protein,NP_217568.1,450
NC_000962.3,Rv3053c,Rv3053c,nrdH,3414722,3414958,-,glutaredoxin electron transport protein NrdH,NP_217569.1,237
NC_000962.3,Rv3054c,Rv3054c,,3415438,3415989,-,hypothetical protein,NP_217570.1,552
NC_000962.3,Rv3055,Rv3055,,3416081,3416692,+,TetR family transcriptional regulator,NP_217571.1,612
NC_000962.3,Rv3056,Rv3056,dinP,3416705,3417742,+,DNA polymerase IV 2,NP_217572.1,1038
NC_000962.3,Rv3057c,Rv3057c,,3417802,3418662,-,short chain alcohol dehydrogenase/reductase,NP_217573.1,861
NC_000962.3,Rv3058c,Rv3058c,,3418729,3419376,-,TetR family transcriptional regulator,NP_217574.1,648
NC_000962.3,Rv3059,Rv3059,cyp136,3419492,3420967,+,cytochrome P450 Cyp136,NP_217575.1,1476
NC_000962.3,Rv3060c,Rv3060c,,3421744,3423213,-,GntR family transcriptional regulator,NP_217576.1,1470
NC_000962.3,Rv3061c,Rv3061c,fadE22,3423265,3425427,-,acyl-CoA dehydrogenase FadE22,NP_217577.1,2163
NC_000962.3,Rv3062,Rv3062,ligB,3425584,3427104,+,DNA ligase,NP_217578.1,1521
NC_000962.3,Rv3063,Rv3063,cstA,3427243,3429516,+,carbon starvation protein A,NP_217579.1,2274
NC_000962.3,Rv3064c,Rv3064c,,3429828,3430250,-,integral membrane protein,NP_217580.1,423
NC_000962.3,Rv3065,Rv3065,mmr,3430387,3430707,+,multidrug resistance protein Mmr,YP_177922.1,321
NC_000962.3,Rv3066,Rv3066,,3430707,3431312,+,DeoR family transcriptional regulator,NP_217582.1,606
NC_000962.3,Rv3067,Rv3067,,3431428,3431835,+,hypothetical protein,NP_217583.1,408
NC_000962.3,Rv3068c,Rv3068c,pgmA,3431982,3433622,-,phosphoglucomutase PgmA,NP_217584.1,1641
NC_000962.3,Rv3069,Rv3069,,3433692,3434087,+,fluoride ion transporter CrcB,NP_217585.1,396
NC_000962.3,Rv3070,Rv3070,,3434087,3434464,+,fluoride ion transporter CrcB,NP_217586.1,378
NC_000962.3,Rv3071,Rv3071,,3434464,3435570,+,hypothetical protein,NP_217587.1,1107
NC_000962.3,Rv3072c,Rv3072c,,3435801,3436322,-,hypothetical protein,NP_217588.1,522
NC_000962.3,Rv3073c,Rv3073c,,3436332,3436685,-,hypothetical protein,NP_217589.1,354
NC_000962.3,Rv3074,Rv3074,,3436779,3438050,+,hypothetical protein,NP_217590.1,1272
NC_000962.3,Rv3075c,Rv3075c,,3438053,3438973,-,hypothetical protein,NP_217591.1,921
NC_000962.3,Rv3076,Rv3076,,3439072,3439545,+,hypothetical protein,NP_217592.1,474
NC_000962.3,Rv3077,Rv3077,,3439541,3441349,+,hydrolase,YP_177923.1,1809
NC_000962.3,Rv3078,Rv3078,hab,3441353,3441751,+,hydroxylaminobenzene mutase,NP_217594.1,399
NC_000962.3,Rv3079c,Rv3079c,,3441773,3442597,-,hypothetical protein,NP_217595.1,825
NC_000962.3,Rv3080c,Rv3080c,pknK,3442659,3445988,-,serine/threonine-protein kinase PknK,NP_217596.1,3330
NC_000962.3,Rv3081,Rv3081,,3446040,3447275,+,hypothetical protein,NP_217597.1,1236
NC_000962.3,Rv3082c,Rv3082c,virS,3447407,3448426,-,HTH-type transcriptional regulator VirS,NP_217598.1,1020
NC_000962.3,Rv3083,Rv3083,,3448504,3449988,+,FAD-containing monooxygenase MymA,NP_217599.1,1485
NC_000962.3,Rv3084,Rv3084,lipR,3449997,3450920,+,acetyl-hydrolase LipR,NP_217600.1,924
NC_000962.3,Rv3085,Rv3085,,3450920,3451747,+,oxidoreductase SadH,NP_217601.1,828
NC_000962.3,Rv3086,Rv3086,adhD,3451781,3452884,+,alcohol dehydrogenase D,NP_217602.1,1104
NC_000962.3,Rv3087,Rv3087,,3452925,3454340,+,diacyglycerol O-acyltransferase,NP_217603.1,1416
NC_000962.3,Rv3088,Rv3088,tgs4,3454340,3455761,+,diacyglycerol O-acyltransferase,NP_217604.1,1422
NC_000962.3,Rv3089,Rv3089,fadD13,3455761,3457269,+,long chain-fatty-acid--CoA ligase FadD13,NP_217605.1,1509
NC_000962.3,Rv3090,Rv3090,,3458211,3459095,+,hypothetical protein,NP_217606.1,885
NC_000962.3,Rv3091,Rv3091,,3459116,3460804,+,hypothetical protein,NP_217607.1,1689
NC_000962.3,Rv3092c,Rv3092c,,3460817,3461734,-,integral membrane protein,NP_217608.1,918
NC_000962.3,Rv3093c,Rv3093c,,3461763,3462764,-,oxidoreductase,NP_217609.1,1002
NC_000962.3,Rv3094c,Rv3094c,,3462764,3463891,-,hypothetical protein,NP_217610.1,1128
NC_000962.3,Rv3095,Rv3095,,3463973,3464446,+,HTH-type transcriptional regulator,NP_217611.1,474
NC_000962.3,Rv3096,Rv3096,,3464547,3465683,+,hypothetical protein,NP_217612.1,1137
NC_000962.3,Rv3097c,Rv3097c,lipY,3465781,3467091,-,triacylglycerol lipase Lip,YP_177924.1,1311
NC_000962.3,Rv3098c,Rv3098c,,3467213,3467662,-,hypothetical protein,NP_217614.1,450
NC_000962.3,Rv3098A,Rv3098A,,3467606,3467923,+,PemK-like protein,YP_007411812.1,318
NC_000962.3,Rv3099c,Rv3099c,,3468416,3469264,-,hypothetical protein,NP_217615.1,849
NC_000962.3,Rv3100c,Rv3100c,smpB,3469304,3469783,-,SsrA-binding protein,NP_217616.1,480
NC_000962.3,Rv3101c,Rv3101c,ftsX,3469789,3470679,-,cell division protein FtsX,NP_217617.1,891
NC_000962.3,Rv3102c,Rv3102c,ftsE,3470683,3471369,-,cell division ATP-binding protein FtsE,NP_217618.1,687
NC_000962.3,Rv3103c,Rv3103c,,3471416,3471850,-,hypothetical protein,NP_217619.1,435
NC_000962.3,Rv3104c,Rv3104c,,3471855,3472778,-,transmembrane protein,NP_217620.1,924
NC_000962.3,Rv3105c,Rv3105c,prfB,3472771,3473904,-,peptide chain release factor PrfB,NP_217621.1,1134
NC_000962.3,Rv3106,Rv3106,fprA,3474007,3475374,+,NADPH-ferredoxin reductase FprA,NP_217622.1,1368
NC_000962.3,Rv3107c,Rv3107c,agpS,3475381,3476961,-,alkyldihydroxyacetonephosphate synthase,NP_217623.1,1581
NC_000962.3,Rv3108,Rv3108,,3477060,3477497,+,hypothetical protein,NP_217624.1,438
NC_000962.3,Rv3109,Rv3109,moaA1,3477649,3478725,+,cyclic pyranopterin monophosphate synthase,YP_177925.1,1077
NC_000962.3,Rv3110,Rv3110,moaB1,3478779,3479171,+,pterin-4-alpha-carbinolamine dehydratase,YP_177926.1,393
NC_000962.3,Rv3111,Rv3111,moaC1,3479171,3479680,+,cyclic pyranopterin monophosphate synthase accessory protein,YP_177927.1,510
NC_000962.3,Rv3112,Rv3112,moaD1,3479700,3479948,+,molybdenum cofactor biosynthesis protein MoaD,YP_177928.1,249
NC_000962.3,Rv3113,Rv3113,,3480074,3480739,+,phosphatase,NP_217629.1,666
NC_000962.3,Rv3114,Rv3114,,3480759,3481286,+,hypothetical protein,NP_217630.1,528
NC_000962.3,Rv3115,Rv3115,,3481451,3482695,+,transposase,NP_217631.1,1245
NC_000962.3,Rv3116,Rv3116,moeB2,3482776,3483942,+,molybdenum cofactor biosynthesis protein MoeB,YP_177929.1,1167
NC_000962.3,Rv3117,Rv3117,cysA3,3483974,3484804,+,thiosulfate sulfurtransferase,NP_217633.1,831
NC_000962.3,Rv3118,Rv3118,,3484809,3485108,+,hypothetical protein,YP_177930.1,300
NC_000962.3,Rv3119,Rv3119,moaE1,3485132,3485572,+,molybdopterin synthase catalytic subunit 1,YP_177931.1,441
NC_000962.3,Rv3120,Rv3120,,3485572,3486171,+,hypothetical protein,NP_217636.1,600
NC_000962.3,Rv3121,Rv3121,cyp141,3486509,3487708,+,cytochrome P450 Cyp141,NP_217637.1,1200
NC_000962.3,Rv3122,Rv3122,,3488089,3488556,+,hypothetical protein,NP_217638.1,468
NC_000962.3,Rv3123,Rv3123,,3488569,3489060,+,hypothetical protein,NP_217639.1,492
NC_000962.3,Rv3124,Rv3124,moaR1,3489506,3490372,+,transcriptional regulator MoaR,NP_217640.1,867
NC_000962.3,Rv3125c,Rv3125c,PPE49,3490479,3491651,-,PPE family protein PPE49,YP_177932.1,1173
NC_000962.3,Rv3126c,Rv3126c,,3491811,3492122,-,hypothetical protein,NP_217642.1,312
NC_000962.3,Rv3127,Rv3127,,3492147,3493178,+,hypothetical protein,NP_217643.1,1032
NC_000962.3,Rv3130c,Rv3130c,tgs1,3494978,3496366,-,diacyglycerol O-acyltransferase,NP_217646.1,1389
NC_000962.3,Rv3131,Rv3131,,3496551,3497546,+,NAD(P)H nitroreductase,NP_217647.3,996
NC_000962.3,Rv3132c,Rv3132c,devS,3497532,3499265,-,two component sensor histidine kinase DevS,NP_217648.1,1734
NC_000962.3,Rv3133c,Rv3133c,devR,3499265,3499915,-,two component transcriptional regulator DevR,NP_217649.1,651
NC_000962.3,Rv3134c,Rv3134c,,3499946,3500749,-,universal stress protein,NP_217650.1,804
NC_000962.3,Rv3135,Rv3135,PPE50,3501334,3501729,+,PPE family protein PPE50,YP_177934.1,396
NC_000962.3,Rv3136,Rv3136,PPE51,3501794,3502933,+,PPE family protein PPE51,YP_177935.1,1140
NC_000962.3,Rv3136A,Rv3136A,,3502948,3503277,-,hypothetical protein,YP_007411850.1,330
NC_000962.3,Rv3137,Rv3137,,3503393,3504172,+,histidinol-phosphatase,NP_217653.1,780
NC_000962.3,Rv3138,Rv3138,pflA,3504195,3505280,+,pyruvate formate lyase activating protein PflA,NP_217654.1,1086
NC_000962.3,Rv3139,Rv3139,fadE24,3505363,3506766,+,acyl-CoA dehydrogenase,NP_217655.1,1404
NC_000962.3,Rv3140,Rv3140,fadE23,3506790,3507992,+,acyl-CoA dehydrogenase FadE23,NP_217656.1,1203
NC_000962.3,Rv3141,Rv3141,fadB4,3508095,3509063,+,NADPH quinone oxidoreductase FadB,NP_217657.1,969
NC_000962.3,Rv3142c,Rv3142c,,3509121,3509546,-,hypothetical protein,NP_217658.1,426
NC_000962.3,Rv3143,Rv3143,,3509654,3510052,+,response regulator,NP_217659.1,399
NC_000962.3,Rv3144c,Rv3144c,PPE52,3510091,3511317,-,PPE family protein PPE52,YP_177936.2,1227
NC_000962.3,Rv3145,Rv3145,nuoA,3511682,3512065,+,NADH-quinone oxidoreductase subunit A,NP_217661.1,384
NC_000962.3,Rv3146,Rv3146,nuoB,3512077,3512628,+,NADH-quinone oxidoreductase subunit B,NP_217662.1,552
NC_000962.3,Rv3147,Rv3147,nuoC,3512628,3513335,+,NADH-quinone oxidoreductase subunit C,NP_217663.1,708
NC_000962.3,Rv3148,Rv3148,nuoD,3513338,3514657,+,NADH-quinone oxidoreductase subunit D,NP_217664.1,1320
NC_000962.3,Rv3149,Rv3149,nuoE,3514657,3515412,+,NADH-quinone oxidoreductase subunit E,NP_217665.1,756
NC_000962.3,Rv3150,Rv3150,nuoF,3515412,3516746,+,NADH-quinone oxidoreductase subunit F,NP_217666.1,1335
NC_000962.3,Rv3151,Rv3151,nuoG,3516746,3519163,+,NADH-quinone oxidoreductase subunit G,NP_217667.1,2418
NC_000962.3,Rv3152,Rv3152,nuoH,3519282,3520511,+,NADH-quinone oxidoreductase subunit H,NP_217668.1,1230
NC_000962.3,Rv3153,Rv3153,nuoI,3520507,3521139,+,NADH-quinone oxidoreductase subunit I,NP_217669.1,633
NC_000962.3,Rv3154,Rv3154,nuoJ,3521139,3521924,+,NADH-quinone oxidoreductase subunit J,NP_217670.1,786
NC_000962.3,Rv3155,Rv3155,nuoK,3521924,3522220,+,NADH-quinone oxidoreductase subunit K,NP_217671.1,297
NC_000962.3,Rv3156,Rv3156,nuoL,3522234,3524132,+,NADH-quinone oxidoreductase subunit L,NP_217672.1,1899
NC_000962.3,Rv3157,Rv3157,nuoM,3524132,3525790,+,NADH-quinone oxidoreductase subunit M,NP_217673.1,1659
NC_000962.3,Rv3158,Rv3158,nuoN,3525790,3527382,+,NADH-quinone oxidoreductase subunit N,NP_217674.1,1593
NC_000962.3,Rv3159c,Rv3159c,PPE53,3527394,3529163,-,PPE family protein PPE53,YP_177937.1,1770
NC_000962.3,Rv3160c,Rv3160c,,3529341,3529979,-,TetR family transcriptional regulator,NP_217676.1,639
NC_000962.3,Rv3161c,Rv3161c,,3529993,3531138,-,dioxygenase,NP_217677.1,1146
NC_000962.3,Rv3162c,Rv3162c,,3531211,3531645,-,integral membrane protein,NP_217678.1,435
NC_000962.3,Rv3163c,Rv3163c,,3531645,3532913,-,hypothetical protein,NP_217679.1,1269
NC_000962.3,Rv3164c,Rv3164c,moxR3,3532946,3533905,-,methanol dehydrogenase transcriptional regulator MoxR,NP_217680.1,960
NC_000962.3,Rv3165c,Rv3165c,,3533916,3534395,-,hypothetical protein,NP_217681.1,480
NC_000962.3,Rv3166c,Rv3166c,,3534395,3535351,-,hypothetical protein,NP_217682.1,957
NC_000962.3,Rv3167c,Rv3167c,,3535434,3536057,-,TetR family transcriptional regulator,NP_217683.1,624
NC_000962.3,Rv3168,Rv3168,,3536102,3537235,+,aminoglycoside phosphotransferase,NP_217684.1,1134
NC_000962.3,Rv3169,Rv3169,,3537238,3538359,+,hypothetical protein,NP_217685.1,1122
NC_000962.3,Rv3170,Rv3170,aofH,3538505,3539848,+,flavin-containing monoamine oxidase,NP_217686.1,1344
NC_000962.3,Rv3171c,Rv3171c,hpx,3539849,3540745,-,non-heme haloperoxidase Hpx,NP_217687.1,897
NC_000962.3,Rv3172c,Rv3172c,,3540885,3541364,-,hypothetical protein,NP_217688.1,480
NC_000962.3,Rv3173c,Rv3173c,,3541446,3542045,-,TetR/Acr family transcriptional regulator,NP_217689.1,600
NC_000962.3,Rv3174,Rv3174,,3542138,3542842,+,short-chain dehydrogenase/reductase,NP_217690.1,705
NC_000962.3,Rv3175,Rv3175,,3542860,3544344,+,amidase,NP_217691.1,1485
NC_000962.3,Rv3176c,Rv3176c,mesT,3544347,3545300,-,epoxide hydrolase MesT,YP_177938.1,954
NC_000962.3,Rv3177,Rv3177,,3545447,3546304,+,peroxidase,NP_217693.1,858
NC_000962.3,Rv3178,Rv3178,,3546438,3546794,+,nitroreductase,NP_217694.1,357
NC_000962.3,Rv3178a,Rv3178a,,3547037,3547327,+,hypothetical protein,YP_009030043.1,291
NC_000962.3,Rv3179,Rv3179,,3547618,3548904,+,hypothetical protein,NP_217695.1,1287
NC_000962.3,Rv3180c,Rv3180c,,3549257,3549688,-,ribonuclease VapC45,NP_217696.1,432
NC_000962.3,Rv3181c,Rv3181c,,3549694,3550143,-,antitoxin VapB45,NP_217697.1,450
NC_000962.3,Rv3182,Rv3182,,3550374,3550715,+,hypothetical protein,NP_217698.1,342
NC_000962.3,Rv3183,Rv3183,,3550715,3551041,+,transcriptional regulator,NP_217699.1,327
NC_000962.3,Rv3188,Rv3188,,3554298,3554642,+,hypothetical protein,NP_217704.1,345
NC_000962.3,Rv3189,Rv3189,,3554642,3555259,+,hypothetical protein,NP_217705.1,618
NC_000962.3,Rv3190c,Rv3190c,,3555425,3556687,-,hypothetical protein,NP_217706.1,1263
NC_000962.3,Rv3190A,Rv3190A,,3556855,3557061,+,hypothetical protein,YP_007411905.1,207
NC_000962.3,Rv3191c,Rv3191c,,3557314,3558345,-,transposase,NP_217707.1,1032
NC_000962.3,Rv3192,Rv3192,,3559563,3560021,+,hypothetical protein,NP_217708.1,459
NC_000962.3,Rv3193c,Rv3193c,,3560197,3563172,-,transmembrane protein,NP_217709.1,2976
NC_000962.3,Rv3194c,Rv3194c,,3563267,3564286,-,hypothetical protein,NP_217710.1,1020
NC_000962.3,Rv3195,Rv3195,,3564364,3565779,+,hypothetical protein,NP_217711.1,1416
NC_000962.3,Rv3196,Rv3196,,3565788,3566684,+,hypothetical protein,NP_217712.1,897
NC_000962.3,Rv3196A,Rv3196A,,3566699,3566896,-,hypothetical protein,YP_177939.1,198
NC_000962.3,Rv3197,Rv3197,,3567024,3568364,+,ABC transporter ATP-binding protein,NP_217713.1,1341
NC_000962.3,Rv3197A,Rv3197A,whiB7,3568404,3568679,-,transcriptional regulator WhiB7,YP_177940.1,276
NC_000962.3,Rv3198c,Rv3198c,uvrD2,3569112,3571211,-,ATP-dependent DNA helicase UvrD,NP_217714.1,2100
NC_000962.3,Rv3198A,Rv3198A,,3571335,3571586,+,glutaredoxin protein,YP_177941.1,252
NC_000962.3,Rv3199c,Rv3199c,nudC,3571605,3572543,-,NADH pyrophosphatase,NP_217715.1,939
NC_000962.3,Rv3200c,Rv3200c,,3572605,3573669,-,transmembrane cation transporter,NP_217716.1,1065
NC_000962.3,Rv3201c,Rv3201c,,3573734,3577036,-,ATP-dependent DNA helicase,NP_217717.1,3303
NC_000962.3,Rv3202c,Rv3202c,,3577036,3580200,-,ATP-dependent DNA helicase,NP_217718.1,3165
NC_000962.3,Rv3202a,Rv3202a,,3580286,3580492,+,hypothetical protein,YP_009030044.1,207
NC_000962.3,Rv3203,Rv3203,lipV,3580638,3581309,+,lipase LipV,NP_217719.1,672
NC_000962.3,Rv3204,Rv3204,,3581315,3581617,+,DNA-methyltransferase,NP_217720.1,303
NC_000962.3,Rv3205c,Rv3205c,,3581630,3582505,-,hypothetical protein,NP_217721.1,876
NC_000962.3,Rv3206c,Rv3206c,moeB1,3582535,3583710,-,adenylyltransferase/sulfurtransferase MoeZ,YP_177942.1,1176
NC_000962.3,Rv3207c,Rv3207c,,3583804,3584658,-,hypothetical protein,NP_217723.1,855
NC_000962.3,Rv3208,Rv3208,,3585004,3585687,+,TetR family transcriptional regulator,NP_217724.1,684
NC_000962.3,Rv3208A,Rv3208A,TB9.4,3585680,3585949,-,hypothetical protein,YP_177943.1,270
NC_000962.3,Rv3209,Rv3209,,3586274,3586831,+,hypothetical protein,NP_217725.1,558
NC_000962.3,Rv3210c,Rv3210c,,3586847,3587539,-,hypothetical protein,NP_217726.1,693
NC_000962.3,Rv3211,Rv3211,rhlE,3587798,3589378,+,ATP-dependent RNA helicase RhlE,NP_217727.1,1581
NC_000962.3,Rv3212,Rv3212,,3589394,3590614,+,hypothetical protein,NP_217728.1,1221
NC_000962.3,Rv3213c,Rv3213c,,3590695,3591492,-,SOJ/ParA-like protein,NP_217729.1,798
NC_000962.3,Rv3214,Rv3214,gpm2,3591646,3592254,+,phosphoglycerate mutase,YP_177944.1,609
NC_000962.3,Rv3215,Rv3215,entC,3592254,3593369,+,isochorismate synthase,NP_217731.1,1116
NC_000962.3,Rv3217c,Rv3217c,,3593807,3594235,-,integral membrane protein,NP_217733.1,429
NC_000962.3,Rv3218,Rv3218,,3594468,3595430,+,hypothetical protein,NP_217734.1,963
NC_000962.3,Rv3219,Rv3219,whiB1,3595713,3595964,+,transcriptional regulator WhiB1,NP_217735.1,252
NC_000962.3,Rv3220c,Rv3220c,,3596032,3597534,-,two component sensor kinase,NP_217736.1,1503
